mesh_descriptor_uid,name,annotation,deleted
D011285,"Pregnenolone Carbonitrile",,0
D011287,Prejudice,,0
D011288,Prekallikrein,,0
D011289,Preleukemia,"do not use /compl for develop into leukemia",0
D011291,"Premarital Examinations",,0
D011292,Premedication,"coord IM with specific drug /ther use (IM); includes anti-anxiety medication; does not include antibiotic premedication ( = ANTIBIOTIC PROPHYLAXIS)",0
D011293,"Premenstrual Syndrome",,0
D011294,Prenalterol,,0
D011295,"Prenatal Care","check tags FEMALE & PREGNANCY",0
D011296,"Prenatal Diagnosis","check tags FEMALE & PREGNANCY; coordinate with FETAL DISEASES only if the article discusses the fetal aspect",0
D011297,"Prenatal Exposure Delayed Effects","for mammals only; note PRECONCEPTION INJURIES; MATERNAL EXPOSURE & PATERNAL EXPOSURE are available for environmental exposure of mother or father; check tags FEMALE & PREGNANCY",0
D011298,Feprazone,,0
D011299,Prenylamine,,0
D011300,"Preoperative Care","preoperative use of antibiotics for prevention of infection: index under ANTIBIOTIC PROPHYLAXIS & not here",0
D011301,"Preoptic Area",,0
D011302,"Prephenate Dehydratase","do not confuse with PREPHENATE DEHYDROGENASE",0
D011303,"Prephenate Dehydrogenase","do not confuse with PREPHENATE DEHYDRATASE",0
D011304,Presbycusis,,0
D011305,Presbyopia,,0
D011306,"Prescription Fees","for drug & non-drug prescriptions; costs to the patient or 3d-party payer: do not confuse with DRUG COSTS, which are costs to a health care facility or organization",0
D011307,"Drug Prescriptions","general; do not confuse the concept of ""prescription"" with the drug prescribed; do not index here routinely for every ""prescribed"" drug; do not confuse with DRUG COMPOUNDING: prescribing is by the MD, compounding is by the pharmacist or drug company; note category: do not confuse with PRESCRIPTION DRUGS; DRUG PRESCRIPTIONS are the written directions for obtaining drugs; PRESCRIPTION DRUGS are the drugs that are prescribed",0
D011309,"Preservation, Biological","general; prefer specifics",0
D011310,"Preservatives, Pharmaceutical",,0
D011311,Pressoreceptors,,0
D011312,Pressure,"spinal or cerebrospinal fluid pressure = CEREBROSPINAL FLUID PRESSURE; pressure within heart ventricles = VENTRICULAR PRESSURE",0
D011313,"Preventive Dentistry","SPEC only; spec concerned with prev of tooth & mouth dis: do not confuse with TOOTH DISEASES /prev or MOUTH DISEASES /prev; see note under DENTAL CARE; for ""see your dentist twice a year""; do not confuse with DENTAL PROPHYLAXIS (see note there) or ORAL HYGIENE (see note there)",0
D011314,"Preventive Health Services",,0
D011315,"Preventive Medicine","use for the specialty; for specific disease, use /prev;  PRIMARY PREVENTION, SECONDARY PREVENTION and TERTIARY PREVENTION are also available",0
D011316,"Preventive Psychiatry","specialty; do not confuse with MENTAL DISORDERS /prev or specific ment disord /prev or with MENTAL HEALTH",0
D011317,Priapism,,0
D011318,Prilocaine,,0
D011319,Primaquine,,0
D011320,"Primary Health Care",IM,0
D011321,"Primary Nursing","do not confuse with PRIMARY CARE NURSING which refers to methods of patient care by nurses as primary care providers",0
D011322,"Primary Prevention",,0
D011323,Primates,"general or unspecified; prefer specifics",0
D011324,Primidone,,0
D011325,"Prince Edward Island","a province of eastern Canada",0
D011326,"Printers' Marks",,0
D011327,Printing,IM,0
D011328,Prions,,0
D011329,Prisoners,"differentiate from CRIMINAL PSYCHOLOGY; X ref HOSTAGES: coord with VIOLENCE only if particularly discussed",0
D011330,Prisons,"specify geographic location if pertinent",0
D011331,"Private Practice",,0
D011332,Privatization,"med or non-med services or facilities",0
D011333,Pro-Opiomelanocortin,,0
D011334,"Proactive Inhibition","no qualif",0
D011335,Proadifen,,0
D011336,Probability,"IM for probability as a statist concept; NIM as coord for relative frequency of occur of specific dis, physiol response, etc.; see note under RISK & RISK FACTORS; coord NIM with specific disease or other concept (IM)",0
D011337,"Probability Learning",,0
D011338,"Probability Theory",,0
D011339,Probenecid,,0
D011340,"Problem Solving","human & animal",0
D011341,Probucol,,0
D011342,Procainamide,,0
D011343,Procaine,,0
D011344,Procarbazine,,0
D011345,Fenofibrate,,0
D011346,Prochlorperazine,,0
D011347,Procollagen,"coord IM with specific collagen (IM) if pertinent",0
D011348,"Procollagen N-Endopeptidase",,0
D011349,Proctitis,,0
D011350,Proctocolitis,,0
D011351,Proctoscopy,"/ instrum permitted but consider also PROCTOSCOPES",0
D011352,Procyclidine,"a central muscle relaxant",0
D011353,Prodigiosin,"an antibiotic from Serratia marcescens & others; do not confuse with PRODIGIOZAN, another antibiotic from same source; /biosyn permitted if by micro-organism",0
D011354,Prodigiozan,"Do not confuse with PRODIGIOSIN, an antibiotic from same source",0
D011355,Prodrugs,"coordinate with specific drug",0
D011356,"Product Labeling",,0
D011357,"Product Line Management","restrict to Cat N: not for drug industry: read MeSH definition",0
D011358,"Product Surveillance, Postmarketing","not restricted to drugs; surveillance after release for general sale",0
D011359,Proestrus,"non-primate mammals only",0
D011361,"Professional Competence","competence in any profession or discipline: differentiate from CLINICAL COMPETENCE which is restricted to competence in professional activities directly related to patient care",0
D011362,"Professional Corporations","coord IM with PRACTICE MANAGEMENT, MEDICAL or PRACTICE MANAGEMENT, DENTAL (IM) for med or dent profess corp",0
D011363,"Professional Impairment","for impairment see note on PHYSICIAN IMPAIRMENT; coord IM with specific impairment (IM) + specific profession (IM)",0
D011364,"Professional Practice","/econ permitted but consider many specific economics terms available; do not confuse with PHYSICIAN'S PRACTICE PATTERNS: see note there",0
D011365,"Professional Practice Location",,0
D011366,"Professional Review Organizations",,0
D011367,"Professional Staff Committees",,0
D011368,"Professional-Family Relations",,0
D011369,"Professional-Patient Relations",,0
D011370,Proflavine,"an anti-infective",0
D011371,Progeria,,0
D011372,Progestins,"note entry term PROGESTIN EFFECT: use only for the progestin effect of a chemical substance",0
D011374,Progesterone,,0
D011375,"Progesterone Reductase",,0
D011376,"Progesterone-Binding Globulin","an alpha-globulin; /biosyn /physiol permitted",0
D011377,Proglumide,,0
D011378,Prognathism,"abnormal protrusion of mandible; do not use /congen & do not coord with INFANT, NEWBORN, DISEASES; consider also MALOCCLUSION, ANGLE CLASS III",0
D011379,Prognosis,"IM general only; coordinate NIM with specific disease /diag; despite category, do not restrict to diagnosis: prognosis after therapy is indexed disease /ther + PROGNOSIS (NIM)",0
D011380,"Programmed Instructions as Topic","do not confuse with the Publication Type PROGRAMMED INSTRUCTION",0
D011381,"Programming Languages",,0
D011382,"Programming, Linear",IM,0
D011383,"Progressive Patient Care",IM,0
D011384,Proinsulin,,0
D011385,Projection,,0
D011386,"Projective Techniques",,0
D011387,"Prokaryotic Cells","general: prefer BACTERIA or ARCHAEA or specifics",0
D011388,Prolactin,"/blood: consider also HYPERPROLACTINEMIA",0
D011389,"Prolactin Release-Inhibiting Factors",,0
D011391,Prolapse,"GEN or unspecified but almost never IM; coord with organ/dis precoord (IM)",0
D011392,Proline,"/biosyn /defic /physiol permitted",0
D011393,"Procollagen-Proline Dioxygenase",,0
D011394,"Proline Oxidase",,0
D011395,Promazine,,0
D011396,Promedol,,0
D011397,Promegestone,D25-26,0
D011398,Promethazine,,0
D011399,Promethium,,0
D011400,Prometryne,,0
D011401,"Promoter Regions, Genetic",,0
D011402,Pronase,,0
D011403,Pronation,"refers to foot or forearm; do not confuse with PRONE POSITION",0
D011405,Propafenone,,0
D011406,Propaganda,,0
D011407,Propane,,0
D011408,"Propanediol Dehydratase",,0
D011409,"Propylene Glycols","PROPYLENE GLYCOL is also available",0
D011410,Propanidid,,0
D011411,Propanil,,0
D011412,Propanolamines,,0
D011413,Propantheline,,0
D011414,Properdin,,0
D011415,"Complement Factor B",,0
D011416,"Complement Factor D","see SCR for organism-specific terms",0
D011418,Prophase,"coordinate with specific cell /cytol; permitted with microorganisms",0
D011419,Propidium,,0
D011420,Propiolactone,,0
D011422,Propionates,"/blood: consider also PROPIONIC ACIDEMIA",0
D011423,Propionibacteriaceae,"in dairy products or intestinal tracts of animals",0
D011424,Propionibacterium,"do not confuse with PROPIONIGENIUM",0
D011425,"Propionibacterium acnes","infection: coord IM with GRAM-POSITIVE BACTERIAL INFECTIONS (IM)",0
D011427,Propiophenones,,0
D011428,Proplast,,0
D011429,Propolis,"/ther use: coordinate with APITHERAPY",0
D011430,Propoxycaine,,0
D011431,Dextropropoxyphene,,0
D011433,Propranolol,,0
D011434,Proprioception,,0
D011435,"Propyl Gallate",,0
D011436,"Spermidine Synthase","do not confuse with SPERMINE SYNTHASE",0
D011437,Propylamines,,0
D011438,"Propylbenzilylcholine Mustard",,0
D011440,Propyliodone,,0
D011441,Propylthiouracil,"a thyroid antag",0
D011442,Proscillaridin,,0
D011443,Strepsirhini,,0
D011444,"Prospective Payment Assessment Commission","add UNITED STATES; CATALOGER: Use NAF entry",0
D011445,"Prospective Payment System","specify geog",0
D011446,"Prospective Studies","IM general only",0
D011447,Prospidium,,0
D011448,"Prostaglandin Antagonists",,0
D011449,"Prostaglandin Endoperoxides","/chem syn permitted: do not convert to PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC",0
D011450,"Prostaglandin Endoperoxides, Synthetic",,0
D011451,"Prostaglandin-Endoperoxide Synthases",,0
D011452,"15-Oxoprostaglandin 13-Reductase",,0
D011453,Prostaglandins,"general  or unspecified; prefer specifics; /chem syn: do not convert to PROSTAGLANDINS, SYNTHETIC",0
D011454,"Prostaglandins A","/chem syn permitted: do not convert to PROSTAGLANDINS A, SYNTHETIC",0
D011455,"Prostaglandins A, Synthetic",,0
D011456,"Prostaglandins B","/biosyn /physiol permitted; for analogs, coord NIM with PROSTAGLANDINS, SYNTHETIC (IM); /chem syn permitted: do not convert to PROSTAGLANDINS, SYNTHETIC",0
D011457,"Prostaglandins D","/biosyn /physiol permitted; for analogs, coord NIM with PROSTAGLANDINS, SYNTHETIC (IM); /chem syn permitted: do not convert to PROSTAGLANDINS, SYNTHETIC; DF: PGD",0
D011458,"Prostaglandins E","/biosyn /physiol permitted; /chem syn permitted: do not convert to PROSTAGLANDINS E, SYNTHETIC: DF: PGE",0
D011459,"Prostaglandins E, Synthetic",,0
D011460,"Prostaglandins F","/biosyn /physiol permitted; /chem syn permitted: do not convert to PROSTAGLANDINS F, SYNTHETIC; DF: PGF",0
D011461,"Prostaglandins F, Synthetic",,0
D011462,"Prostaglandins G","/biosyn /physiol permitted; for analogs, coord NIM with PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC (IM); /chem syn permitted: do not convert to PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC; DF: PGG",0
D011463,"Prostaglandins H","for analogs: coord with PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC if pertinant; /chem syn permitted: do not convert to PROSTAGLANDIN ENDOPEROXIDES, SYNTHETIC; PROSTAGLANDIN H2 is also available; DF: PGH",0
D011464,Epoprostenol,,0
D011465,"Prostaglandins, Synthetic","GEN or unspecified only: prefer specifics; for synthetic prostaglandins not precoord, coord specific non-synthetic (natural) prostaglandin term (NIM) + PROSTAGLANDINS, SYNTHETIC (IM)",0
D011466,"Prostanoic Acids","do not confuse with ""prostenoic acids""; /biosyn /physiol permitted",0
D011467,Prostate,"adenoma, hyperplasia & hypertrophy = PROSTATIC HYPERPLASIA; /surg: probably PROSTATECTOMY; inflammation = PROSTATITIS; PROSTATE-SPECIFIC ANTIGEN (a serine proteinase) is available: do not confuse with prostate-specific acid phosphatase ( = PROSTATE + ACID PHOSPHATASE)",0
D011468,Prostatectomy,,0
D011469,"Prostatic Diseases","inflammatory disease = PROSTATITIS",0
D011470,"Prostatic Hyperplasia","note category: non-neoplastic despite X refs ADENOMA, PROSTATIC & PROSTATIC ADENOMA",0
D011471,"Prostatic Neoplasms","coordinate IM with histological type of neoplasm (IM); note PROSTATIC ADENOMA see PROSTATIC HYPERPLASIA is also available",0
D011472,Prostatitis,"coordinate with appropriate infection term if pertinent; do not confuse with PROSTATISM",0
D011474,"Prosthesis Design","coordinate with specific prosthesis",0
D011475,"Prosthesis Failure","restrict to non-dental prostheses: failure of dental prostheses of all types = DENTAL RESTORATION FAILURE; coordinate with specific prosthesis with no qualifiers",0
D011476,Prosthodontics,,0
D011477,"Sex Work",,0
D011478,Protactinium,,0
D011479,Protamines,"heparin antag",0
D011480,"Protease Inhibitors","PROTEASE INHIBITORY PROTEINS, SECRETORY is also available",0
D011481,"Protective Clothing",,0
D011482,"Protective Devices","for personal protection",0
D011483,Proteidae,"NIM with no qualifiers when experimental animal",0
D011484,"Protein-Arginine N-Methyltransferases",,0
D011485,"Protein Binding","NIM; restrict to the chem or metab binding mechanism; coord NIM with substance being bound /metab (IM) + specific protein /metab (IM); do not use with receptors terms unless the substance bound to the receptor is a protein & the binding mechanism is discussed; do not confuse with BINDING PROTEINS see CARRIER PROTEINS",0
D011486,"Protein C",,0
D011487,"Protein Conformation","IM general; coord NIM with specific protein; peptide conformation = PEPTIDES or specific peptide (IM) + PROTEIN CONFORMATION (NIM); index protein architecture here or under its specifics",0
D011488,"Protein Deficiency","deficiency of dietary protein, not genetic defic of specific proteins; consider also PROTEIN-CALORIE MALNUTRITION",0
D011489,"Protein Denaturation",,0
D011490,"Protein Disulfide Reductase (Glutathione)",,0
D011492,"Protein Hydrolysates","a ther agent & nutrient: do not confuse with the hydrolysis of proteins ( = PROTEINS + HYDROLYSIS (NIM))",0
D011493,"Protein Kinase C",,0
D011494,"Protein Kinases",,0
D011495,"Histone-Lysine N-Methyltransferase",,0
D011496,"Protein Methyltransferases","do not confuse with PROTEIN O-METHYLTRANSFERASE",0
D011497,"Protein O-Methyltransferase","do not confuse with PROTEIN METHYLTRANSFERASES",0
D011498,"Protein Precursors","IM; coord with specific protein (IM)",0
D011499,"Protein Processing, Post-Translational","coord IM with specific protein /metab (IM) and with specific modification, for example, ACYLATION; AMINATION; DEAMINATION; PROTEIN ISOPRENYLATION; etc.; do not confuse with PROTEIN MODIFICATION, TRANSLATIONAL; DF: PROTEIN PROC POST",0
D011500,"Protein Synthesis Inhibitors",,0
D011502,"Protein-Energy Malnutrition","consider also KWASHIORKOR",0
D011503,Transglutaminases,"distinguish X refs GLUTAMINYL-PEPTIDE GAMMA-GLUTAMYLTRANSFERASES and TRANSGLUTAMINASES from GAMMA-GLUTAMYL TRANSPEPTIDASE which is involved with glutathione metabolism; PLASMA TRANSGLUTAMINASE see FACTOR XIIIA is also available",0
D011504,"Protein-Losing Enteropathies",,0
D011505,"Protein-Tyrosine Kinases",,0
D011506,Proteins,"general only; prefer specific protein or specific precoordinated protein group terms such as EYE PROTEINS; BACTERIAL PROTEINS; DIETARY PROTEINS; etc.; primary protein structure = AMINO ACID SEQUENCE; protein structure referring to protein architecture = PROTEIN CONFORMATION or its specifics: PROTEIN STRUCTURE, SECONDARY; PROTEIN STRUCTURE, TERTIARY; or PROTEIN STRUCTURE, QUATERNARY",0
D011507,Proteinuria,"EPH (Edema, Proteinuria, Hypertension) = GESTOSIS, EPH & do not index under PROTEINURIA unless it is particularly discussed",0
D011508,"Chondroitin Sulfate Proteoglycans",,0
D011509,Proteoglycans,polysaccharides,0
D011510,Proteolipids,"do not confuse with LIPOPROTEINS or LIPID-LINKED PROTEINS",0
D011511,Proteus,"GEN; infection = PROTEUS INFECTIONS",0
D011512,"Proteus Infections","gram-neg bact infect; GEN; coord IM with various species (IM)",0
D011513,"Proteus mirabilis","infection: coord IM with PROTEUS INFECTIONS (IM)",0
D011514,"Proteus vulgaris","infection: coord IM with PROTEUS INFECTIONS (IM)",0
D011515,Prothionamide,,0
D011516,Prothrombin,"a blood coag factor; an enzyme precursor",0
D011517,"Prothrombin Time",,0
D011518,"Proto-Oncogene Proteins","general or unspecified; prefer specifics",0
D011519,Proto-Oncogenes,"""normal cellular genes homologous to viral oncogenes""",0
D011520,"Protocatechuate-3,4-Dioxygenase",,0
D011521,Protochlorophyllide,"a chlorophyll",0
D011522,Protons,,0
D011523,Protoplasts,,0
D011524,Protoporphyrins,porphyrins,0
D011525,Prototheca,"infection: coordinate IM with INFECTION (IM)",0
D011526,Protoveratrines,,0
D011528,"Protozoan Infections","GEN; prefer specifics; /drug ther: consider also ANTIPROTOZOAL AGENTS",0
