mesh_descriptor_uid,previous_indexing,mesh_previous_indexing_id
D017082,"Blood Pressure (1966-1992)",8719
D017084,"Cochlea (1983-1992)",8720
D017085,"Thalassemia (1966-1992)",8721
D017086,"Thalassemia (1966-1992)",8722
D017087,"Animal Welfare (1986-1992)",8723
D017088,"specific opportunistic infection (1983-1992)",8724
D017089,"Membrane Proteins (1990-1992)",8725
D017090,"Orthodontic Appliances (1969-1992)",8726
D017091,"Ischemia (1967-1992)",8727
D017092,"Porphyria (1966-1992)",8728
D017093,"Liver Diseases (1966-1992)",8729
D017094,"Porphyria (1966-1992)",8730
D017096,"Slow Virus Diseases (1966-1992)",8731
D017097,"Electrophysiology (1966-1967)",8732
D017098,"IgA/deficiency (1971-1992)",8733
D017099,"IgG/deficiency (1973-1992)",8734
D017100,"Salmonella Phages (1966-1992)",8735
D017101,"Coliphages (1966-1992)",8736
D017102,"Wound Healing (1966-1992)",8737
D017103,"Bacteriophages (1966-1992)",8738
D017104,"Coliphages (1966-1992)",8739
D017105,"Bacteriophages (1966-1992)",8740
D017108,"Bacteriophages (1966-1992)",8741
D017109,"Psychomotor Agitation (1978-1992)",8742
D017110,"Freezing (1966-1992)",8743
D017111,"Hamsters (1970-1992)",8744
D017114,"Liver Diseases (1966-1992)",8745
D017115,"Heart Catheterization (1981-1992)",8746
D017116,"Back Pain (1966-1992)",8747
D017118,"Porphyria (1966-1992)",8748
D017119,"Porphyria (1966-1992)",8749
D017120,"Nystagmus, Physiologic (1983-1992)",8750
D017121,"Porphyria (1966-1992)",8751
D017122,"T-Phages (1980-1992)",8752
D017123,"T-Phages (1980-1992)",8753
D017124,"Base Sequence (1973-1992)",8754
D017125,"specific protozoa (1966-1992)",8755
D017126,"Bacteriophages (1966-1992)",8756
D017127,"Glycosylation (1988-1992)",8757
D017128,"specific embolism/surgery (1966-1992)",8758
D017129,"Nematode Infections (1967-1992)",8759
D017130,"Catheterization (1966-1981)",8760
D017131,"Thrombosis/surgery (1966-1992)",8761
D017135,"Progestational Hormones, Synthetic (1979-1992)",8762
D017136,"Ion Exchange (1966-1992)",8763
D017137,"Polyethylene Glycols (1975-1992)",8764
D017143,"Models, Theoretical (1974-1992)",8765
D017144,"Marketing of Health Services (1987-1992)",8766
D017145,"Teaching (1966-1992)",8767
D017146,"Models, Theoretical (1968-1992)",8768
D017147,"Implants, Artificial (1982-1992)",8769
D017148,"Infusions, Parenteral (1976-1992)",8770
D017149,"Health Facilities, Proprietary (1979-1992)",8771
D017150,"Government Agencies (1979-1992)",8772
D017151,"Catalysis (1986-1992)",8773
D017152,"Autoantibodies (1983-1992)",8774
D017153,"Autoantibodies (1984-1992)",8775
D017155,"Surface Properties (1968-1992)",8776
D017156,"Plethysmography (1966-1992)",8777
D017159,"Nematoda (1966-1992)",8778
D017160,"Trichinella (1966-1992)",8779
D017163,"Nematoda (1966-1992)",8780
D017164,"Ascaris (1966-1992)",8781
D017165,"Ascaris (1966-1992)",8782
D017166,"Toxocara (1966-1992)",8783
D017170,"Strongyloides (1968-1992)",8784
D017171,"Strongyloides (1966-1992)",8785
D017172,"Nematoda (1966-1992)",8786
D017173,"Nematoda (1968-1978)",8787
D017178,"Filarioidea (1966-1974)",8788
D017179,"Filarioidea (1966-1974)",8789
D017180,"Tachycardia (1966-1992)",8790
D017181,"Onchocerca (1966-1992)",8791
D017182,"Filarioidea (1966-1992)",8792
D017184,"Nematoda (1966-1985)",8793
D017185,"Metastrongyloidea (1966-1990)",8794
D017186,"specific technique (1966-1992)",8795
D017195,"Nutrition (1970-1992)",8796
D017202,"Coronary Disease (1966-1992)",8797
D017204,"Movement Disorders (1967-1992)",8798
D017207,"Rats, Inbred Strains (1982-1992)",8799
D017208,"Rats, Inbred Strains (1980-1992)",8800
D017209,"Cell Survival (1972-1992)",8801
D017210,"Fishes (1966-1992)",8802
D017213,"Tooth Root (1966-1992)",8803
D017214,"Masks (1989-1992)",8804
D017215,"Telecommunications (1976-1992)",8805
D017216,"Telecommunications (1976-1992)",8806
D017217,"Injections, Epidural (1989-1992)",8807
D017218,"Blood Specimen Collection (1987-1992)",8808
D017219,"Stomach Diseases (1978-1992)",8809
D017220,"Dental Bonding (1976-1992)",8810
D017221,"Necator (1966-1992)",8811
D017222,"Lasers (1985-1992)",8812
D017225,"Coronary Arteriosclerosis (1989-1992)",8813
D017228,"Growth Substances (1992)",8814
D017229,"Oxyuriasis (1966-1992)",8815
D017231,"Proto-Oncogene Proteins (1987-1992)",8816
D017232,"Retroviridae Proteins, Oncogenic (1990-1992)",8817
D017233,"Orbit/surgery (1966-1992)",8818
D017234,"Eye/surgery (1966-1988)",8819
D017236,"Suicide (1976-1992)",8820
D017237,"Neuromuscular Diseases (1977-1992)",8821
D017238,"specific helminths (1974-1992)",8822
D017239,"Terpenes (1977-1981)",8823
D017240,"Muscular Diseases (1968-1992)",8824
D017241,"Neuromuscular Diseases (1987-1992)",8825
D017242,"Glycoproteins (1978-1979)",8826
D017243,"Mitochondria, Muscle (1980-1992)",8827
D017244,"Serine Proteinases (1988-1992)",8828
D017245,"Phosphonoacetic Acid (1981-1992)",8829
D017246,"Ophthalmoplegia (1966-1992)",8830
D017247,"Radiotherapy, High-Energy (1966-1992)",8831
D017248,"Immunoenzyme Techniques (1976-1992)",8832
D017250,"Virus Diseases (1975-1979)",8833
D017252,"Receptors, Antigen, T-Cell (1990-1992)",8834
D017254,"specific neoplasm (1966-1992)",8835
D017255,"Tretinoin/analogs & derivatives (1977-1992)",8836
D017256,"Technetium (1987-1989)",8837
D017257,"Bicyclo Compounds (1984-1992)",8838
D017258,"Medroxyprogesterone/analogs & derivatives (1978-1992)",8839
D017259,"Thiourea/analogs & derivatives (1977-1979)",8840
D017260,"Receptors, Antigen, T-Cell, gamma-delta (1992)",8841
D017261,"Phosphatidylinositols (1988-1992)",8842
D017262,"Peptides (1972-1978)",8843
D017263,"Technetium (1986-1989)",8844
D017265,"Hydroxyquinolines (1978-1980)",8845
D017266,"Dentures (1991-1992)",8846
D017267,"Denture Design (1970-1992)",8847
D017268,"Denture Retention (1990-1992)",8848
D017269,"Denture Repair (1972-1992)",8849
D017270,"Lipoproteins (1977-1992)",8850
D017271,"Temporomandibular Joint Syndrome (1979-1992)",8851
D017272,"Urea/analogs & derivatives (1978-1982)",8852
D017273,"Gonadorelin/analogs & derivatives (1979-1984)",8853
D017274,"Gonadorelin/analogs & derivatives (1981-1992)",8854
D017275,"Pyridines (1987-1991)",8855
D017278,"Protective Devices (1980-1992)",8856
D017279,"Selenium (1977-1991)",8857
D017280,"Contraceptive Devices, Male (1975-1992)",8858
D017281,"specific disease (1966-1992)",8859
D017283,"Maternal-Child Nursing (1991-1992)",8860
D017285,"Myositis (1966-1992)",8861
D017286,"Sleep (1972-1992)",8862
D017287,"Cerebrospinal Fluid Shunts (1969-1992)",8863
D017288,"Sensory Thresholds (1979-1992)",8864
D017289,"Activator Appliances (1975-1992)",8865
D017290,"Nogalamycin/analogs & derivatives (1979-1992)",8866
D017291,"Erythromycin/analogs & derivatives (1987-1992)",8867
D017292,"Prazosin/analogs & derivatives (1980-1992)",8868
D017293,"Vitamin K (1979-1980)",8869
D017294,"Imidazoles (1987-1992)",8870
D017298,"Propanolamines (1984-1992)",8871
D017299,"Eye Proteins (1973-1992)",8872
D017300,"Steroids (1979-1980)",8873
D017301,"Magnesium (1979-1980)",8874
D017302,"Calcium-Binding Proteins (1984-1992)",8875
D017304,"Pregnancy Proteins (1984-1992)",8876
D017305,"Calcium-Binding Proteins (1984-1992)",8877
D017306,"Calcium-Binding Proteins (1984-1992)",8878
D017307,"Propanolamines (1984-1992)",8879
D017308,"Indoleacetic Acids (1976-1992)",8880
D017310,"Proteins (1978-1992)",8881
D017311,"Nifedipine/analogs & derivatives (1986-1992)",8882
D017312,"Tamoxifen/analogs & derivatives (1985-1992)",8883
D017313,"Tretinoin/analogs & derivatives (1979-1992)",8884
D017314,"Calcium-Binding Proteins (1982-1992)",8885
D017315,"Pyridazines (1984-1992)",8886
D017316,"Nitriles (1988-1992)",8887
D017317,"Calcium-Binding Proteins (1984-1992)",8888
D017318,"Calcium-Binding Proteins (1991-1992)",8889
D017320,"HIV Protease/antagonists & inhibitors (1990-1992)",8890
D017321,"Drug Evaluation (1980-1992)",8891
D017322,"Drug Evaluation (1980-1992)",8892
D017323,"Hematoporphyrins (1985-1992)",8893
D017324,"Hematoporphyrins (1980-1992)",8894
D017325,"Viral Vaccines (1982-1984)",8895
D017326,"Clinical Trials (1980-1992)",8896
D017327,"Clinical Trials (1980-1992)",8897
D017328,"Proline/analogs & derivatives (1985-1992)",8898
D017329,"Gonadorelin/analogs & derivatives (1978-1992)",8899
D017330,"Benzamides (1984-1992)",8900
D017332,"Hydroxyzine/analogs & derivatives (1987-1992)",8901
D017334,"Glycopeptides (1978-1992)",8902
D017335,"Imidazoles (1982-1992)",8903
D017336,"Piperidines (1984-1986)",8904
D017337,"Somatotropin-Releasing Hormone/analogs & derivatives (1984-1992)",8905
D017338,"Deoxyadenosines (1986-1992)",8906
D017341,"Nitroimidazoles (1981-1992)",8907
D017343,"specific plant (1966-1992)",8908
D017344,"specific insect (1966-1992)",8909
D017346,"Protein Kinases (1983-1992)",8910
D017347,"Brucella (1966-1992)",8911
D017348,"Microscopy, Electron, Scanning (1969-1992)",8912
D017349,"Hexosyltransferases (1972-1992)",8913
D017350,"Galactosyltransferases (1976-1992)",8914
D017351,"Glucosyltransferases (1966-1992)",8915
D017352,"Nuclear Magnetic Resonance (1984-1987)",8916
D017353,"Mutation (1972-1975)",8917
D017354,"Mutation (1966-1992)",8918
D017355,"Gram-Negative Bacteria (1984-1992)",8919
D017356,"Particle Accelerators (1978-1992)",8920
D017357,"Particle Accelerators (1978-1992)",8921
D017358,"Polysaccharides (1974-1975)",8922
D017359,"Thrombocytopenia (1982-1992)",8923
D017360,"Plants (1966-1992)",8924
D017361,"Viral Proteins (1980-1988)",8925
D017362,"DNA-Binding Proteins (1989-1992)",8926
D017364,"Clostridium histolyticum Collagenase (1975-1992)",8927
D017365,"Condiments (1966-1992)",8928
D017366,"Serotonin/physiology (1966-1992)",8929
D017367,"Serotonin Antagonists (1978-1992)",8930
D017368,"Protein Processing, Post-Translational (1987-1992)",8931
D017370,"Interleukins (1990-1992)",8932
D017371,"Tetrahydronaphthalenes (1982-1992)",8933
D017373,"Cyproterone/analogs & derivatives (1980-1992)",8934
D017374,"Piperidines (1982-1992)",8935
D017376,"Viral Proteins (1980-1992)",8936
D017377,"Algae (1966-1992)",8937
D017378,"Quinolinic Acids (1981-1992)",8938
D017379,"Heart Hypertrophy (1966-1992)",8939
D017380,"Heart Hypertrophy (1966-1992)",8940
D017381,"Ribonucleoproteins (1986-1992)",8941
D017384,"Mutation (1976-1992)",8942
D017385,"Nucleic Acid Hybridization (1971-1985)",8943
D017386,"Molecular Sequence Data (1988-1992)",8944
D017387,"Drugs, Investigational (1990-1992)",8945
D017388,"Zygote (1988-1992)",8946
D017391,"Corneal Transplantation (1981-1992)",8947
D017393,"RNA Processing, Post-Transcriptional (1988-1992)",8948
D017394,"RNA (1990-1992)",8949
D017395,"Plasminogen Inactivators (1990-1992)",8950
D017396,"Plasminogen Inactivators (1990-1992)",8951
D017397,"Frontal Lobe (1966-1992)",8952
D017398,"RNA Splicing (1982-1992)",8953
D017400,"Treponema (1980-1992)",8954
D017401,"Treponema (1974-1992)",8955
D017403,"Nucleic Acid Hybridization (1971-1992)",8956
D017404,"Nucleic Acid Hybridization (1977-1992)",8957
D017405,"Viral Proteins (1984-1990)",8958
D017406,"Sex Behavior (1979-1992)",8959
D017407,"Parental Leave (1988-1992)",8960
D017409,"Piperidines (1977-1978)",8961
D017411,"Ribonucleoproteins (1981-1992)",8962
D017412,"Ribonucleoproteins (1975-1992)",8963
D017413,"Ribonucleoproteins (1975-1992)",8964
D017414,"Ribonucleoproteins (1982-1992)",8965
D017415,"Ribonucleoproteins (1982-1992)",8966
D017419,"Potassium (1966-1992)",8967
D017421,"Base Sequence (1971-1992)",8968
D017422,"DNA (1966-1992)",8969
D017423,"RNA (1966-1992)",8970
D017430,"Antigens, Neoplasm (1982-1992)",8971
D017431,"Genes, Suppressor, Tumor (1991-1992)",8972
D017433,"Proteins (1966-1971)",8973
D017434,"Proteins (1966-1971)",8974
D017436,"Hypogonadism (1966-1992)",8975
D017438,"Resins, Synthetic (1979-1980)",8976
D017439,"Cicatrix (1966-1992)",8977
D017440,"Periodicity (1966-1992)",8978
D017442,"Receptors, Histamine/drug effects (1975-1992)",8979
D017443,"Skin Diseases (1966-1992)",8980
D017444,"Skin Diseases (1966-1992)",8981
D017445,"Skin Diseases (1966-1992)",8982
D017446,"Imidazoles (1979-1992)",8983
D017447,"Receptors, Dopamine (1982-1992)",8984
D017448,"Receptors, Dopamine (1982-1992)",8985
D017449,"Dermatitis, Contact (1966-1992)",8986
D017450,"Receptors, Endorphin (1981-1992)",8987
D017451,"Receptors, Insulin (1980-1989)",8988
D017452,"Receptors, Immunologic (1981-1987)",8989
D017453,"Dermatitis, Contact (1966-1992)",8990
D017454,"Photosensitivity Disorders (1966-1992)",8991
D017455,"Receptors, Immunologic (1981-1987)",8992
D017456,"Oncogene Proteins, Viral (1985-1992)",8993
D017457,"Receptors, Endogenous Substances (1981-1992)",8994
D017459,"Receptors, Endogenous Substances (1981-1992)",8995
D017461,"Receptors, Endogenous Substances (1984-1992)",8996
D017463,"Receptors, Complement (1982-1992)",8997
D017464,"Receptors, Complement (1981-1992)",8998
D017465,"Receptors, Endorphin (1982-1992)",8999
D017466,"Receptors, Endogenous Substances (1988-1992)",9000
D017467,"Receptors, Endogenous Substances (1985-1992)",9001
D017468,"Receptors, Mitogen (1985-2004)",9002
D017469,"Receptors, Immunologic (1984-1992)",9003
D017470,"Receptors, Synaptic (1980-1992)",9004
D017471,"Receptors, Immunologic (1984-1992)",9005
D017472,"Receptors, Immunologic (1985-1992)",9006
D017473,"Receptors, Endorphin (1980-1992)",9007
D017474,"Receptors, Immunologic (1984-1992)",9008
D017475,"Receptors, Endogenous Substances (1980-1992)",9009
D017476,"Receptors, Neurohumor (1986-1992)",9010
D017478,"Receptors, Synaptic (1983-1992)",9011
D017479,"Receptors, Endogenous Substances (1982-1992)",9012
D017480,"Receptors, Endorphin (1981-1992)",9013
D017481,"Receptors, Neurohumor (1986-1992)",9014
D017482,"Receptors, Prostaglandin (1981-1992)",9015
D017483,"Receptors, Cell Surface (1981-1984)",9016
D017484,"Photosensitivity Disorders (1966-1992)",9017
D017485,"Glucosamine/analogs & derivatives (1981-1992)",9018
D017486,"Acne Vulgaris (1966-1997)",9019
D017487,"Membrane Proteins (1979-1992)",9020
D017488,"Skin Diseases, Vesiculobullous (1972-1992)",9021
D017489,"Protein Kinases (1988-1993)",9022
D017490,"Ichthyosis (1966-1992)",9023
D017491,"Polyposis Syndrome, Familial/genetics (1989-1992)",9024
D017492,"Keratosis (1966-1992)",9025
D017493,"Histocompatibility Antigens (1984-1992)",9026
D017494,"Proton-Translocating ATPases (1984-1992)",9027
D017495,"Pigmentation Disorders (1966-1992)",9028
D017496,"Pigmentation Disorders (1966-1992)",9029
D017497,"Sweat Glands (1966-1975)",9030
D017498,"Oncogene Proteins, Viral (1986-1992)",9031
D017499,"Keratosis (1966-1992)",9032
D017500,"Transcription Factors (1985-1992)",9033
D017501,"Oncogene Proteins, Viral (1986-1992)",9034
D017502,"Oncogene Proteins (1985-1992)",9035
D017503,"Oncogene Proteins, Viral (1985-1992)",9036
D017504,"Oncogene Proteins, Viral (1985-1992)",9037
D017506,"Adenosinetriphosphatase (1980-1992)",9038
D017507,"Africa, Eastern (1983-1992)",9039
D017508,"Indian Ocean Islands (1983-1992)",9040
D017510,"Protein Conformation (1971-1992)",9041
D017511,"Pyoderma (1966-1992)",9042
D017514,"Pityriasis (1977-1992)",9043
D017515,"Pityriasis (1966-1992)",9044
D017516,"specific geographic location (1966-1997)",9045
D017517,"specific Soviet republic (1975-1992)",9046
D017520,"Skin Diseases (1966-1992)",9047
D017522,"Yugoslavia (1966-1992)",9048
D017523,"Yugoslavia (1966-1992)",9049
D017524,"Yugoslavia (1966-1992)",9050
D017526,"Receptors, Endogenous Substances (1986-1992)",9051
D017527,"Receptors, Endogenous Substances (1981-1992)",9052
D017531,"Quality of Health Care (1966-1997)",9053
D017533,"Marriage (1966-1992)",9054
D017534,"Hand/blood supply (1966-1992)",9055
D017535,"Hand/blood supply (1966-1992)",9056
D017536,"Carotid Arteries (1966-1992)",9057
D017537,"Mesenteric Arteries (1966-1992)",9058
D017538,"Mesenteric Arteries (1966-1992)",9059
D017539,"specific blood vessel (1966-1987)",9060
D017540,"specific blood vessel (1966-1992)",9061
D017541,"Aneurysm (1966-1992)",9062
D017542,"Rupture, Spontaneous (1968-1992)",9063
D017543,"Iliac Artery (1966-1992)",9064
D017544,"Aortic Aneurysm (1966-1992)",9065
D017545,"Aortic Aneurysm (1966-1992)",9066
D017546,"Endoscopy (1977-1992)",9067
D017548,"Echocardiography (1977-1993)",9068
D017550,"Spectrophotometry, Infrared (1972-1993)",9069
D017551,"Dialysis (1966-1993)",9070
D017552,"Medulla Oblongata (1966-1993)",9071
D017553,"Phosphorus (1966-1993)",9072
D017554,"Carbon (1966-1993)",9073
D017556,"Technetium (1966-1993)",9074
D017557,"Tegmentum Mesencephali (1971-1993)",9075
D017558,"Surgical Procedures, Operative (1966-1993)",9076
D017562,"Postoperative Complications (1966-1993)",9077
D017563,"Pulmonary Fibrosis (1966-1993)",9078
D017564,"Radiotherapy/adverse effects (1967-1993)",9079
D017565,"Sarcoidosis (1966-1993)",9080
D017566,"Angina Pectoris (1977-1993)",9081
D017568,"Abdominal Muscles (1966-1993)",9082
D017570,"Muscle Proteins (1989-1993)",9083
D017572,"Leukotrienes (1989-1993)",9084
D017573,"Mouth Diseases (1966-1993)",9085
D017574,"Arrhythmia (1966-1993)",9086
D017575,"Protective Clothing (1970-1993)",9087
D017576,"Peptides (1987-1993)",9088
D017577,"Skin Diseases (1966-1993)",9089
D017578,"Immunoglobulins, Heavy-Chain/genetics (1980-1993)",9090
D017579,"specific type of abuse (1966-1993)",9091
D017583,"Ultrafiltration (1975-1993)",9092
D017585,"Ultrasonography (1985-1993)",9093
D017586,"Intervertebral Disk/surgery (1966-1993)",9094
D017587,"Intervertebral Disk/surgery (1983-1993)",9095
D017588,"Androgens (1966-1993)",9096
D017589,"Vaccination (1966-1993)",9097
D017590,"Pons (1966-1993)",9098
D017591,"Corticotropin/blood (1985-1993)",9099
D017593,"Sleep Disorders (1966-1979)",9100
D017594,"Publishing (1986-1993)",9101
D017595,"Renal Circulation (1982-1993)",9102
D017596,"Renal Circulation (1982-1993)",9103
D017597,"Renal Circulation (1982-1993)",9104
D017598,"Efficiency (1972-1993)",9105
D017600,"Neoplasms, Germ Cell and Embryonal (1966-1993)",9106
D017601,"Oxygen (1966-1993)",9107
D017602,"Lithotripsy (1986-1993)",9108
D017603,"Discrimination (Psychology) (1968-1993)",9109
D017604,"Cesarean Section (1971-1993)",9110
D017605,"Bromine (1966-1993)",9111
D017607,"Aluminum (1966-1993)",9112
D017608,"Chromium (1966-1993)",9113
D017609,"Barium (1966-1993)",9114
D017610,"Calcium (1966-1993)",9115
D017611,"Fluorine (1966-1993)",9116
D017612,"Gold (1966-1993)",9117
D017613,"Iodine (1966-1993)",9118
D017616,"Magnesium (1966-1993)",9119
D017619,"Whole-Body Irradiation (1981-1993)",9120
D017622,"Periodontitis (1976-1993)",9121
D017624,"Urogenital System/abnormalities (1984-1993)",9122
D017626,"Brain Stem (1966-1993)",9123
D017628,"Neuroglia (1966-1993)",9124
D017629,"Intercellular Junctions (1971-1993)",9125
D017630,"Membrane Proteins (1981-1993)",9126
D017632,"Asbestos (1969-1993)",9127
D017633,"Silicic Acid (1966-1993)",9128
D017634,"Immune Tolerance (1973-1993)",9129
D017635,"specific cells/immunology (1980-1993)",9130
D017636,"Silicon Dioxide (1979-1993)",9131
D017637,"specific cell/immunology (1978-1993)",9132
D017638,"Asbestos (1975-1993)",9133
D017639,"Asbestos (1974-1993)",9134
D017640,"Silicic Acid (1981-1993)",9135
D017641,"Sodium Hydroxide (1972-1980)",9136
D017646,"Silicon (1966-1993)",9137
D017655,"Silicon (1966-1993)",9138
D017663,"Bleomycins (1979-1993)",9139
D017665,"Hydroxides (1978-1993)",9140
D017666,"Water (1980-1993)",9141
D017667,"Adipose Tissue (1967-1993)",9142
D017668,"Age Factors (1966-1993)",9143
D017669,"Mercury (1966-1993)",9144
D017670,"Sodium (1966-1993)",9145
D017671,"Platinum (1966-1993)",9146
